taxon_code,gbif_accepted_taxon_id,gbif_accepted_scientific_name,habit,wcvp_accepted_name,taxonomic_rank,wcvp_url,source
Stigmaphyllon ellipticum-STIGEL-STIE,7285222,Stigmaphyllon ellipticum,Climbing,Stigmaphyllon ellipticum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30241255-2,wcvp
Stigmaphyllon hypargyreum-STIGHY-STIH,3983566,Stigmaphyllon hypargyreum,Climbing,Stigmaphyllon hypargyreum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:557522-1,wcvp
Stigmaphyllon lindenianum-STIGLI-STIL,7285160,Stigmaphyllon lindenianum,Climbing,Stigmaphyllon lindenianum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:557536-1,wcvp
Stigmaphyllon puberum-STIGPU-STIP,3191311,Stigmaphyllon puberum,Climbing,Stigmaphyllon puberum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:557565-1,wcvp
Stillingia,3055103,Stillingia,,Stillingia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327719-2,wcvp
Stixaceae,4087083,Stixaceae,,Stilbaceae,family,,wcvp
Stizophyllum,7298367,Stizophyllum,,Stizophyllum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4257-1,wcvp
Stizophyllum inaequilaterum-STIZIN-STII,4091727,Stizophyllum inaequilaterum,Climbing,Stizophyllum inaequilaterum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:246381-2,wcvp
Stizophyllum riparium-STIZRI-STIR,4091599,Stizophyllum riparium,Climbing,Stizophyllum riparium,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:246385-2,wcvp
Strychnos,3169589,Strychnos,,Strychnos,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30010060-2,wcvp
Strychnos brachistantha-STRYBR-STRB,5645729,Strychnos brachistantha,Climbing,Strychnos brachistantha,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:247287-2,wcvp
Strychnos darienensis-STRYDA-STRD,5645381,Strychnos darienensis,Climbing,Strychnos darienensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:547151-1,wcvp
Strychnos panamensis-STRYPA-STRP,7289427,Strychnos panamensis,Climbing,Strychnos panamensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:547390-1,wcvp
Strychnos toxifera-STRYTO-STRT,5414401,Strychnos toxifera,Climbing,Strychnos toxifera,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:547525-1,wcvp
Stylogyne,3169452,Stylogyne,,Stylogyne,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328849-2,wcvp
Stylogyne turbacensis-STYLST-STYS,7331069,Stylogyne turbacensis,Freestanding,Stylogyne turbacensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:247490-2,wcvp
Styracaceae,2507,Styracaceae,,Styracaceae,family,,wcvp
Styrax,3032925,Styrax,,Styrax,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327016-2,wcvp
Suriana,2986072,Suriana,,Suriana,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:38254-1,wcvp
Surianaceae,6665,Surianaceae,,Surianaceae,family,,wcvp
Swartzia simplex var. continentalis-SWARS2-SWA2,5352047,Swartzia simplex,Freestanding,Swartzia simplex,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:520020-1,wcvp
Swartzia simplex var. grandiflora-SWARS1-SWA1,5352047,Swartzia simplex,Freestanding,Swartzia simplex,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:520020-1,wcvp
Swartzia-SWARSU,2950920,Swartzia,Freestanding,Swartzia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325973-2,wcvp
Swietenia,3190483,Swietenia,,Swietenia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26846-1,wcvp
Swietenia macrophylla-SWIEMA,3190484,Swietenia macrophylla,Freestanding,Swietenia macrophylla,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:246905-2,wcvp
Symphonia,8233185,Symphonia,,Symphonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30039882-2,wcvp
Symphonia globulifera-SYMPGL-SYMG,8185162,Symphonia globulifera,Freestanding,Symphonia globulifera,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:429281-1,wcvp
Symphysia,10723025,Symphysia,,Vaccinium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000401-2,wcvp
Symplocaceae,6708,Symplocaceae,,Symplocaceae,family,,wcvp
Symplococarpon,7313892,Symplococarpon,,Symplococarpon,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:297619-2,wcvp
Symplocos,3032996,Symplocos,,Symplocos,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327989-2,wcvp
Synechanthus,2736133,Synechanthus,,Synechanthus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:31529-1,wcvp
Synechanthus warscewiczianus-SYNEWA-SYNW,2736134,Synechanthus warscewiczianus,Freestanding,Synechanthus warscewiczianus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:248082-2,wcvp
Synsepalum,2885957,Synsepalum,,Synsepalum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36894-1,wcvp
Syzygium,3029010,Syzygium,,Syzygium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327906-2,wcvp
Syzygium jambos-SYZYJA,3183534,Syzygium jambos,Freestanding,Syzygium jambos,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:601802-1,wcvp
Syzygium malaccense-SYZYMA-SYZM,3184509,Syzygium malaccense,Freestanding,Syzygium malaccense,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:601907-1,wcvp
Tabebuia,7935410,Tabebuia,,Tabebuia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001133-2,wcvp
Tabebuia rosea-TAB1RO-TABR,3172537,Tabebuia rosea,Freestanding,Tabebuia rosea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:111027-1,wcvp
Tabernaemontana,3169624,Tabernaemontana,,Tabernaemontana,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328993-2,wcvp
Tabernaemontana amygdalifolia-TAB2AM,3169631,Tabernaemontana amygdalifolia,Freestanding,Tabernaemontana amygdalifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:81996-1,wcvp
Tabernaemontana arborea-TAB2AR-TABA,3618940,Tabernaemontana arborea,Freestanding,Tabernaemontana arborea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:248839-2,wcvp
Tabernaemontana divaricata-TAB2DI,3169625,Tabernaemontana divaricata,Freestanding,Tabernaemontana divaricata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:82097-1,wcvp
Tacarcuna,3079381,Tacarcuna,,Tacarcuna,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:925237-1,wcvp
Tachigali,2945125,Tachigali,,Tachigali,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30007737-2,wcvp
Tachigali panamensis-TACHVE-TACV,7478385,Tachigali panamensis,Freestanding,Tachigali panamensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77108226-1,wcvp
Talipariti,7115793,Talipariti,,Hibiscus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328182-2,wcvp
Talisia,3189946,Talisia,,Talisia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36596-1,wcvp
Talisia croatii-TALIPR-TALP,3788402,Talisia croatii,Freestanding,Talisia croatii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50426551-2,wcvp
Talisia nervosa-TALINE-TALN,3788079,Talisia nervosa,Freestanding,Talisia nervosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:249235-2,wcvp
Tamarindus,2975767,Tamarindus,,Tamarindus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23658-1,wcvp
Tamarindus indica-TAMAIN,2975768,Tamarindus indica,Freestanding,Tamarindus indica,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:520167-1,wcvp
Tanaecium,7298714,Tanaecium,,Tanaecium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4260-1,wcvp
Tanaecium pyramidatum-PAR3PY-PARP,7933875,Tanaecium pyramidatum,Climbing,Tanaecium pyramidatum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77100468-1,wcvp
Tanaecium tetragonolobum-CERATE-CERT,8323761,Tanaecium tetragonolobum,Climbing,Tanaecium tetragonolobum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77100470-1,wcvp
Tapirira,7321529,Tapirira,,Tapirira,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1934-1,wcvp
Tapura,7309868,Tapura,,Tapura,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:6743-1,wcvp
Tassadia,7311668,Tassadia,,Tassadia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30040639-2,wcvp
Tassadia obovata-CYNARE-CYNR,3571251,Tassadia obovata,Climbing,Tassadia obovata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:102128-1,wcvp
Tecoma,3172488,Tecoma,,Tecoma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001526-2,wcvp
Tecomaria,7298665,Tecomaria,,Tecomaria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4266-1,wcvp
Tectona,2925648,Tectona,,Tectona,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332001-2,wcvp
Teramnus,2951908,Teramnus,,Teramnus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23674-1,wcvp
Teramnus uncinatus-TERAUN,2951909,Teramnus uncinatus,Climbing,Teramnus uncinatus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:521046-1,wcvp
Teramnus volubilis-TERAVO,2951939,Teramnus volubilis,Climbing,Teramnus volubilis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:521047-1,wcvp
Terminalia,3189387,Terminalia,,Terminalia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:7215-1,wcvp
Terminalia amazonia-TERMAM-TERA,8153963,Terminalia amazonica,Freestanding,Terminalia amazonia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:250537-2,wcvp
Terminalia oblonga-TERMOB-TERO,3189396,Terminalia oblonga,Freestanding,Terminalia oblonga,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:171280-1,wcvp
Ternstroemia,3189600,Ternstroemia,,Ternstroemia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332004-2,wcvp
Ternstroemia tepezapote-TERNTE-TERT,3590257,Ternstroemia tepezapote,Freestanding,Ternstroemia tepezapote,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:829671-1,wcvp
Tessmannianthus,3866049,Tessmannianthus,,Tessmannianthus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:297646-2,wcvp
Tetracera,3234607,Tetracera,,Tetracera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:14232-1,wcvp
Tetracera hydrophila-TET1HY-TETH,5681356,Tetracera hydrophila,Climbing,Tetracera hydrophila,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:317416-1,wcvp
Tetracera portobellensis-TET1PO-TET1,5681043,Tetracera portobellensis,Climbing,Tetracera portobellensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:317470-1,wcvp
Tetracera volubilis-TET1VO-TETV,8420425,Tetracera volubilis,Climbing,Tetracera volubilis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332108-2,wcvp
Tetracera willdenowiana-TET1WI,7303983,Tetracera willdenowiana,Climbing,Tetracera willdenowiana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:317513-1,wcvp
Tetragastris,3190462,Tetragastris,,Protium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331880-2,wcvp
Tetrameristaceae,3593836,Tetrameristaceae,,Tetrameristaceae,family,,wcvp
Tetrapleura,2939637,Tetrapleura,,Tetrapleura,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23685-1,wcvp
Tetrapterys,3191303,Tetrapterys,,Tetrapterys,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332008-2,wcvp
Tetrapterys discolor-TET3DI-TETD,7285556,Tetrapterys discolor,Climbing,Tetrapterys discolor,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:557670-1,wcvp
Tetrapterys goudotiana-TET3GO,8372713,Tetrapterys goudotiana,Climbing,Tetrapterys goudotiana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:557684-1,wcvp
Tetrapterys seemannii-TET3SE-TETS,3984668,Tetrapterys seemannii,Climbing,Tetrapterys seemannii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:251967-2,wcvp
Tetrathylacium,7274104,Tetrathylacium,,Tetrathylacium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41598-1,wcvp
Tetrathylacium johansenii-TET4JO-TETJ,7796300,Tetrathylacium johansenii,Freestanding,Tetrathylacium johansenii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:252004-2,wcvp
Tetrorchidium,3062897,Tetrorchidium,,Tetrorchidium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327704-2,wcvp
Theaceae,3189597,Theaceae,,Theaceae,family,,wcvp
Theobroma,2984934,Theobroma,,Theobroma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30005713-2,wcvp
Theobroma cacao-THEOCA-THEC,3152205,Theobroma cacao,Freestanding,Theobroma cacao,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320783-2,wcvp
Thespesia,3152791,Thespesia,,Thespesia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332010-2,wcvp
Thevetia,5414404,Thevetia,,Thevetia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332011-2,wcvp
Thevetia ahouai-THEVAH-THEA,5536401,Thevetia ahouai,Freestanding,Thevetia ahouai,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:82440-1,wcvp
Thinouia,7264997,Thinouia,,Thinouia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36600-1,wcvp
Thinouia myriantha-THINMY-THIM,3787794,Thinouia myriantha,Climbing,Thinouia myriantha,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:785353-1,wcvp
Thouinidium,7265019,Thouinidium,,Thouinidium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36602-1,wcvp
Thymelaeaceae,2428,Thymelaeaceae,,Thymelaeaceae,family,,wcvp
Tibouchina,3188517,Tibouchina,,Tibouchina,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000734-2,wcvp
Ticodendraceae,8804,Ticodendraceae,,Ticodendraceae,family,,wcvp
Ticodendron,2876661,Ticodendron,,Ticodendron,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:925238-1,wcvp
Tilesia,3132362,Tilesia,,Tilesia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328476-2,wcvp
Tilesia baccata-WULFBA-WULB,5400111,Tilesia baccata,Climbing,Tilesia baccata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:993359-1,wcvp
Tocoyena,2898227,Tocoyena,,Tocoyena,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35467-1,wcvp
Tocoyena pittieri-TOCOPI-TOCP,2898256,Tocoyena pittieri,Freestanding,Tocoyena pittieri,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:254985-2,wcvp
Tonduzia,2710861,Tonduzia,,Scleria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329988-2,wcvp
Tontelea,7550998,Tontelea,,Tontelea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332023-2,wcvp
Tontelea passiflora-TONTOV-TONO,7946419,Tontelea passiflora,Climbing,Tontelea passiflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77112015-1,wcvp
Tournefortia,2925828,Tournefortia,,Tournefortia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329801-2,wcvp
Tournefortia bicolor-TOURBI-TOUB,4060815,Heliotropium verdcourtii,Climbing,Heliotropium verdcourtii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77069564-1,wcvp
Tournefortia cuspidata-TOURCU-TOUC,11059361,Heliotropium cuspidatum,Climbing,Heliotropium cuspidatum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77203945-1,wcvp
Tournefortiopsis,7270972,Tournefortiopsis,,Tournefortiopsis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:289343-2,wcvp
Tovomita,7329865,Tovomita,,Tovomita,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327083-2,wcvp
Tovomita longifolia-TOVOLO-TOVL,3711314,Tovomita longifolia,Freestanding,Tovomita longifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:255635-2,wcvp
Tovomita stylosa-TOVOST-TOVS,3710887,Tovomita stylosa,Freestanding,Tovomita stylosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:429411-1,wcvp
Toxicodendron,8686559,Toxicodendron,,Toxicodendron,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002515-2,wcvp
Toxosiphon,7269262,Toxosiphon,,Toxosiphon,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35989-1,wcvp
Tragia,3061520,Tragia,,Tragia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327688-2,wcvp
Trattinnickia,7286734,Trattinnickia,,Trattinnickia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30014058-2,wcvp
Trattinnickia aspera-TRATAS-TRAA,3992709,Trattinnickia aspera,Freestanding,Trattinnickia aspera,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:256487-2,wcvp
Trema,2984500,Trema,,Trema,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41025-1,wcvp
Trema domingense-TREMIN,4160257,Trema domingense,Freestanding,Trema domingense,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:256535-2,wcvp
Trema micranthum-TREMMI-TREM,2984501,Trema micranthum,Freestanding,Trema micranthum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1018059-2,wcvp
Trichanthera,3233813,Trichanthera,,Trichanthera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1009-1,wcvp
Trichanthera gigantea-TRI1GI-TRIG,8138695,Trichanthera gigantea,Freestanding,Trichanthera gigantea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:56505-1,wcvp
Trichilia,3190490,Trichilia,,Trichilia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332027-2,wcvp
Trichilia hirta-TRI2HI-TRIH,3190494,Trichilia hirta,Freestanding,Trichilia hirta,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:322348-2,wcvp
Trichilia pallida-TRI2PA-TRI1,3190491,Trichilia pallida,Freestanding,Trichilia pallida,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:579573-1,wcvp
Trichilia pleeana-TRI2PL-TRI2,3852019,Trichilia pleeana,Freestanding,Trichilia pleeana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:579591-1,wcvp
Trichilia tuberculata-TRI2TU-TRI3,3850448,Trichilia tuberculata,Freestanding,Trichilia tuberculata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:579709-1,wcvp
Trichospermum,3152055,Trichospermum,,Trichospermum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39537-1,wcvp
Trichospermum mexicanum-TRI4GA-TRI6,4261486,Trichospermum mexicanum,Freestanding,Trichospermum mexicanum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1213322-2,wcvp
Trichostigma,3083999,Trichostigma,,Trichostigma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:31955-1,wcvp
Trigonia,3231357,Trigonia,,Trigonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41637-1,wcvp
Trigonia rugosa-TRIGRU-TRIF,5687666,Trigonia rugosa,Climbing,Trigonia rugosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:871036-1,wcvp
Trigoniaceae,3231355,Trigoniaceae,,Trigoniaceae,family,,wcvp
Triplaris,6390747,Triplaris,,Triplaris,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30009964-2,wcvp
Triplaris cumingiana-TRIPCU-TRIC,4038399,Triplaris cumingiana,Freestanding,Triplaris cumingiana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:697802-1,wcvp
Triumfetta,3152064,Triumfetta,,Triumfetta,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001692-2,wcvp
Triumfetta lappula-TRIULA,3152066,Triumfetta lappula,Freestanding,Triumfetta lappula,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:835864-1,wcvp
Tropaeolaceae,6696,Tropaeolaceae,,Tropaeolaceae,family,,wcvp
Tropaeolum,2889929,Tropaeolum,,Tropaeolum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002592-2,wcvp
Trophis,10808815,Trophis,,Trophis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:332039-2,wcvp
Trophis caucana-OLMEAS-OLMA,7954917,Olmedia aspera,Freestanding,Olmedia aspera,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:854811-1,wcvp
Trophis racemosa-TROPRA-TROR,2984648,Trophis racemosa,Freestanding,Trophis racemosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:260203-2,wcvp
Turnera,2874846,Turnera,,Turnera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002520-2,wcvp
Turnera panamensis-TURNPA-TURP,4161192,Turnera panamensis,Freestanding,Turnera panamensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:314312-2,wcvp
Turneraceae,2377,Turneraceae,,,,,
Turpinia,3190468,Turpinia,,Turpinia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36624-1,wcvp
